sen, cat, 0, 1, 2
if 34 balances 0, if, 34, ==, 0
if 34 balances x, if, 34, ==, x
if 34 balances end, if, 34, ==, end
if 34 balances size, if, 34, ==, size
if 34 balances london, if, 34, ==, london
if 34 balances var4, if, 34, ==, var4
if 34 balances str, if, 34, ==, str
if 34 balances v2, if, 34, ==, v2
if 34 balances i, if, 34, ==, i
if 34 balances start, if, 34, ==, start
if 34 balances var, if, 34, ==, var
if 34 == 0, if, 34, ==, 0
if 34 == x, if, 34, ==, x
if 34 == end, if, 34, ==, end
if 34 == size, if, 34, ==, size
if 34 == london, if, 34, ==, london
if 34 == var4, if, 34, ==, var4
if 34 == str, if, 34, ==, str
if 34 == v2, if, 34, ==, v2
if 34 == i, if, 34, ==, i
if 34 == start, if, 34, ==, start
if 34 == var, if, 34, ==, var
if blue equal 0, if, blue, ==, 0
if blue equal x, if, blue, ==, x
if blue equal end, if, blue, ==, end
if blue equal size, if, blue, ==, size
if blue equal london, if, blue, ==, london
if blue equal var4, if, blue, ==, var4
if blue equal str, if, blue, ==, str
if blue equal v2, if, blue, ==, v2
if blue equal i, if, blue, ==, i
if blue equal start, if, blue, ==, start
if blue equal var, if, blue, ==, var
if blue matched 0, if, blue, ==, 0
if blue matched x, if, blue, ==, x
if blue matched end, if, blue, ==, end
if blue matched size, if, blue, ==, size
if blue matched london, if, blue, ==, london
if blue matched var4, if, blue, ==, var4
if blue matched str, if, blue, ==, str
if blue matched v2, if, blue, ==, v2
if blue matched i, if, blue, ==, i
if blue matched start, if, blue, ==, start
if blue matched var, if, blue, ==, var
if blue matches 0, if, blue, ==, 0
if blue matches x, if, blue, ==, x
if blue matches end, if, blue, ==, end
if blue matches size, if, blue, ==, size
if blue matches london, if, blue, ==, london
if blue matches var4, if, blue, ==, var4
if blue matches str, if, blue, ==, str
if blue matches v2, if, blue, ==, v2
if blue matches i, if, blue, ==, i
if blue matches start, if, blue, ==, start
if blue matches var, if, blue, ==, var
if blue equals 0, if, blue, ==, 0
if blue equals x, if, blue, ==, x
if blue equals end, if, blue, ==, end
if blue equals size, if, blue, ==, size
if blue equals london, if, blue, ==, london
if blue equals var4, if, blue, ==, var4
if blue equals str, if, blue, ==, str
if blue equals v2, if, blue, ==, v2
if blue equals i, if, blue, ==, i
if blue equals start, if, blue, ==, start
if blue equals var, if, blue, ==, var
if blue matching 0, if, blue, ==, 0
if blue matching x, if, blue, ==, x
if blue matching end, if, blue, ==, end
if blue matching size, if, blue, ==, size
if blue matching london, if, blue, ==, london
if blue matching var4, if, blue, ==, var4
if blue matching str, if, blue, ==, str
if blue matching v2, if, blue, ==, v2
if blue matching i, if, blue, ==, i
if blue matching start, if, blue, ==, start
if blue matching var, if, blue, ==, var
if blue balances 0, if, blue, ==, 0
if blue balances x, if, blue, ==, x
if blue balances end, if, blue, ==, end
if blue balances size, if, blue, ==, size
if blue balances london, if, blue, ==, london
if blue balances var4, if, blue, ==, var4
if blue balances str, if, blue, ==, str
if blue balances v2, if, blue, ==, v2
if blue balances i, if, blue, ==, i
if blue balances start, if, blue, ==, start
if blue balances var, if, blue, ==, var
if blue == 0, if, blue, ==, 0
if blue == x, if, blue, ==, x
if blue == end, if, blue, ==, end
if blue == size, if, blue, ==, size
if blue == london, if, blue, ==, london
if blue == var4, if, blue, ==, var4
if blue == str, if, blue, ==, str
if blue == v2, if, blue, ==, v2
if blue == i, if, blue, ==, i
if blue == start, if, blue, ==, start
if blue == var, if, blue, ==, var
if 0 corresponds to 0, if, 0, ==, 0
if 0 corresponds to x, if, 0, ==, x
if 0 corresponds to end, if, 0, ==, end
if 0 corresponds to size, if, 0, ==, size
if 0 corresponds to london, if, 0, ==, london
if 0 corresponds to var4, if, 0, ==, var4
if 0 corresponds to str, if, 0, ==, str
if 0 corresponds to v2, if, 0, ==, v2
if 0 corresponds to i, if, 0, ==, i
if 0 corresponds to start, if, 0, ==, start
if 0 corresponds to var, if, 0, ==, var
if 0 agrees with 0, if, 0, ==, 0
if 0 agrees with x, if, 0, ==, x
if 0 agrees with end, if, 0, ==, end
if 0 agrees with size, if, 0, ==, size
if 0 agrees with london, if, 0, ==, london
if 0 agrees with var4, if, 0, ==, var4
if 0 agrees with str, if, 0, ==, str
if 0 agrees with v2, if, 0, ==, v2
if 0 agrees with i, if, 0, ==, i
if 0 agrees with start, if, 0, ==, start
if 0 agrees with var, if, 0, ==, var
if 0 same as 0, if, 0, ==, 0
if 0 same as x, if, 0, ==, x
if 0 same as end, if, 0, ==, end
if 0 same as size, if, 0, ==, size
if 0 same as london, if, 0, ==, london
if 0 same as var4, if, 0, ==, var4
if 0 same as str, if, 0, ==, str
if 0 same as v2, if, 0, ==, v2
if 0 same as i, if, 0, ==, i
if 0 same as start, if, 0, ==, start
if 0 same as var, if, 0, ==, var
if 0 duplicate of 0, if, 0, ==, 0
if 0 duplicate of x, if, 0, ==, x
if 0 duplicate of end, if, 0, ==, end
if 0 duplicate of size, if, 0, ==, size
if 0 duplicate of london, if, 0, ==, london
if 0 duplicate of var4, if, 0, ==, var4
if 0 duplicate of str, if, 0, ==, str
if 0 duplicate of v2, if, 0, ==, v2
if 0 duplicate of i, if, 0, ==, i
if 0 duplicate of start, if, 0, ==, start
if 0 duplicate of var, if, 0, ==, var
if 0 equal to 0, if, 0, ==, 0
if 0 equal to x, if, 0, ==, x
if 0 equal to end, if, 0, ==, end
if 0 equal to size, if, 0, ==, size
if 0 equal to london, if, 0, ==, london
if 0 equal to var4, if, 0, ==, var4
if 0 equal to str, if, 0, ==, str
if 0 equal to v2, if, 0, ==, v2
if 0 equal to i, if, 0, ==, i
if 0 equal to start, if, 0, ==, start
if 0 equal to var, if, 0, ==, var
if 0 equivalent to 0, if, 0, ==, 0
if 0 equivalent to x, if, 0, ==, x
if 0 equivalent to end, if, 0, ==, end
if 0 equivalent to size, if, 0, ==, size
if 0 equivalent to london, if, 0, ==, london
if 0 equivalent to var4, if, 0, ==, var4
if 0 equivalent to str, if, 0, ==, str
if 0 equivalent to v2, if, 0, ==, v2
if 0 equivalent to i, if, 0, ==, i
if 0 equivalent to start, if, 0, ==, start
if 0 equivalent to var, if, 0, ==, var
if 0 identical to 0, if, 0, ==, 0
if 0 identical to x, if, 0, ==, x
if 0 identical to end, if, 0, ==, end
if 0 identical to size, if, 0, ==, size
if 0 identical to london, if, 0, ==, london
if 0 identical to var4, if, 0, ==, var4
if 0 identical to str, if, 0, ==, str
if 0 identical to v2, if, 0, ==, v2
if 0 identical to i, if, 0, ==, i
if 0 identical to start, if, 0, ==, start
if 0 identical to var, if, 0, ==, var
if x corresponds to 0, if, x, ==, 0
if x corresponds to x, if, x, ==, x
if x corresponds to end, if, x, ==, end
if x corresponds to size, if, x, ==, size
if x corresponds to london, if, x, ==, london
if x corresponds to var4, if, x, ==, var4
if x corresponds to str, if, x, ==, str
if x corresponds to v2, if, x, ==, v2
if x corresponds to i, if, x, ==, i
if x corresponds to start, if, x, ==, start
if x corresponds to var, if, x, ==, var
if x agrees with 0, if, x, ==, 0
if x agrees with x, if, x, ==, x
if x agrees with end, if, x, ==, end
if x agrees with size, if, x, ==, size
if x agrees with london, if, x, ==, london
if x agrees with var4, if, x, ==, var4
if x agrees with str, if, x, ==, str
if x agrees with v2, if, x, ==, v2
if x agrees with i, if, x, ==, i
if x agrees with start, if, x, ==, start
if x agrees with var, if, x, ==, var
if x same as 0, if, x, ==, 0
if x same as x, if, x, ==, x
if x same as end, if, x, ==, end
if x same as size, if, x, ==, size
if x same as london, if, x, ==, london
if x same as var4, if, x, ==, var4
if x same as str, if, x, ==, str
if x same as v2, if, x, ==, v2
if x same as i, if, x, ==, i
if x same as start, if, x, ==, start
if x same as var, if, x, ==, var
if x duplicate of 0, if, x, ==, 0
if x duplicate of x, if, x, ==, x
if x duplicate of end, if, x, ==, end
if x duplicate of size, if, x, ==, size
if x duplicate of london, if, x, ==, london
if x duplicate of var4, if, x, ==, var4
if x duplicate of str, if, x, ==, str
if x duplicate of v2, if, x, ==, v2
if x duplicate of i, if, x, ==, i
if x duplicate of start, if, x, ==, start
if x duplicate of var, if, x, ==, var
if x equal to 0, if, x, ==, 0
if x equal to x, if, x, ==, x
if x equal to end, if, x, ==, end
if x equal to size, if, x, ==, size
if x equal to london, if, x, ==, london
if x equal to var4, if, x, ==, var4
if x equal to str, if, x, ==, str
if x equal to v2, if, x, ==, v2
if x equal to i, if, x, ==, i
if x equal to start, if, x, ==, start
if x equal to var, if, x, ==, var
if x equivalent to 0, if, x, ==, 0
if x equivalent to x, if, x, ==, x
if x equivalent to end, if, x, ==, end
if x equivalent to size, if, x, ==, size
if x equivalent to london, if, x, ==, london
if x equivalent to var4, if, x, ==, var4
if x equivalent to str, if, x, ==, str
if x equivalent to v2, if, x, ==, v2
if x equivalent to i, if, x, ==, i
if x equivalent to start, if, x, ==, start
if x equivalent to var, if, x, ==, var
if x identical to 0, if, x, ==, 0
if x identical to x, if, x, ==, x
if x identical to end, if, x, ==, end
if x identical to size, if, x, ==, size
if x identical to london, if, x, ==, london
if x identical to var4, if, x, ==, var4
if x identical to str, if, x, ==, str
if x identical to v2, if, x, ==, v2
if x identical to i, if, x, ==, i
if x identical to start, if, x, ==, start
if x identical to var, if, x, ==, var
if banana corresponds to 0, if, banana, ==, 0
if banana corresponds to x, if, banana, ==, x
if banana corresponds to end, if, banana, ==, end
if banana corresponds to size, if, banana, ==, size
if banana corresponds to london, if, banana, ==, london
if banana corresponds to var4, if, banana, ==, var4
if banana corresponds to str, if, banana, ==, str
if banana corresponds to v2, if, banana, ==, v2
if banana corresponds to i, if, banana, ==, i
if banana corresponds to start, if, banana, ==, start
if banana corresponds to var, if, banana, ==, var
if banana agrees with 0, if, banana, ==, 0
if banana agrees with x, if, banana, ==, x
if banana agrees with end, if, banana, ==, end
if banana agrees with size, if, banana, ==, size
if banana agrees with london, if, banana, ==, london
if banana agrees with var4, if, banana, ==, var4
if banana agrees with str, if, banana, ==, str
if banana agrees with v2, if, banana, ==, v2
if banana agrees with i, if, banana, ==, i
if banana agrees with start, if, banana, ==, start
if banana agrees with var, if, banana, ==, var
if banana same as 0, if, banana, ==, 0
if banana same as x, if, banana, ==, x
if banana same as end, if, banana, ==, end
if banana same as size, if, banana, ==, size
if banana same as london, if, banana, ==, london
if banana same as var4, if, banana, ==, var4
if banana same as str, if, banana, ==, str
if banana same as v2, if, banana, ==, v2
if banana same as i, if, banana, ==, i
if banana same as start, if, banana, ==, start
if banana same as var, if, banana, ==, var
if banana duplicate of 0, if, banana, ==, 0
if banana duplicate of x, if, banana, ==, x
if banana duplicate of end, if, banana, ==, end
if banana duplicate of size, if, banana, ==, size
if banana duplicate of london, if, banana, ==, london
if banana duplicate of var4, if, banana, ==, var4
if banana duplicate of str, if, banana, ==, str
if banana duplicate of v2, if, banana, ==, v2
if banana duplicate of i, if, banana, ==, i
if banana duplicate of start, if, banana, ==, start
if banana duplicate of var, if, banana, ==, var
if banana equal to 0, if, banana, ==, 0
if banana equal to x, if, banana, ==, x
if banana equal to end, if, banana, ==, end
if banana equal to size, if, banana, ==, size
if banana equal to london, if, banana, ==, london
if banana equal to var4, if, banana, ==, var4
if banana equal to str, if, banana, ==, str
if banana equal to v2, if, banana, ==, v2
if banana equal to i, if, banana, ==, i
if banana equal to start, if, banana, ==, start
if banana equal to var, if, banana, ==, var
if banana equivalent to 0, if, banana, ==, 0
if banana equivalent to x, if, banana, ==, x
if banana equivalent to end, if, banana, ==, end
if banana equivalent to size, if, banana, ==, size
if banana equivalent to london, if, banana, ==, london
if banana equivalent to var4, if, banana, ==, var4
if banana equivalent to str, if, banana, ==, str
if banana equivalent to v2, if, banana, ==, v2
if banana equivalent to i, if, banana, ==, i
if banana equivalent to start, if, banana, ==, start
if banana equivalent to var, if, banana, ==, var
if banana identical to 0, if, banana, ==, 0
if banana identical to x, if, banana, ==, x
if banana identical to end, if, banana, ==, end
if banana identical to size, if, banana, ==, size
if banana identical to london, if, banana, ==, london
if banana identical to var4, if, banana, ==, var4
if banana identical to str, if, banana, ==, str
if banana identical to v2, if, banana, ==, v2
if banana identical to i, if, banana, ==, i
if banana identical to start, if, banana, ==, start
if banana identical to var, if, banana, ==, var
if start corresponds to 0, if, start, ==, 0
if start corresponds to x, if, start, ==, x
if start corresponds to end, if, start, ==, end
if start corresponds to size, if, start, ==, size
if start corresponds to london, if, start, ==, london
if start corresponds to var4, if, start, ==, var4
if start corresponds to str, if, start, ==, str
if start corresponds to v2, if, start, ==, v2
if start corresponds to i, if, start, ==, i
if start corresponds to start, if, start, ==, start
if start corresponds to var, if, start, ==, var
if start agrees with 0, if, start, ==, 0
if start agrees with x, if, start, ==, x
if start agrees with end, if, start, ==, end
if start agrees with size, if, start, ==, size
if start agrees with london, if, start, ==, london
if start agrees with var4, if, start, ==, var4
if start agrees with str, if, start, ==, str
if start agrees with v2, if, start, ==, v2
if start agrees with i, if, start, ==, i
if start agrees with start, if, start, ==, start
if start agrees with var, if, start, ==, var
if start same as 0, if, start, ==, 0
if start same as x, if, start, ==, x
if start same as end, if, start, ==, end
if start same as size, if, start, ==, size
if start same as london, if, start, ==, london
if start same as var4, if, start, ==, var4
if start same as str, if, start, ==, str
if start same as v2, if, start, ==, v2
if start same as i, if, start, ==, i
if start same as start, if, start, ==, start
if start same as var, if, start, ==, var
if start duplicate of 0, if, start, ==, 0
if start duplicate of x, if, start, ==, x
if start duplicate of end, if, start, ==, end
if start duplicate of size, if, start, ==, size
if start duplicate of london, if, start, ==, london
if start duplicate of var4, if, start, ==, var4
if start duplicate of str, if, start, ==, str
if start duplicate of v2, if, start, ==, v2
if start duplicate of i, if, start, ==, i
if start duplicate of start, if, start, ==, start
if start duplicate of var, if, start, ==, var
if start equal to 0, if, start, ==, 0
if start equal to x, if, start, ==, x
if start equal to end, if, start, ==, end
if start equal to size, if, start, ==, size
if start equal to london, if, start, ==, london
if start equal to var4, if, start, ==, var4
if start equal to str, if, start, ==, str
if start equal to v2, if, start, ==, v2
if start equal to i, if, start, ==, i
if start equal to start, if, start, ==, start
if start equal to var, if, start, ==, var
if start equivalent to 0, if, start, ==, 0
if start equivalent to x, if, start, ==, x
if start equivalent to end, if, start, ==, end
if start equivalent to size, if, start, ==, size
if start equivalent to london, if, start, ==, london
if start equivalent to var4, if, start, ==, var4
if start equivalent to str, if, start, ==, str
if start equivalent to v2, if, start, ==, v2
if start equivalent to i, if, start, ==, i
if start equivalent to start, if, start, ==, start
if start equivalent to var, if, start, ==, var
if start identical to 0, if, start, ==, 0
if start identical to x, if, start, ==, x
if start identical to end, if, start, ==, end
if start identical to size, if, start, ==, size
if start identical to london, if, start, ==, london
if start identical to var4, if, start, ==, var4
if start identical to str, if, start, ==, str
if start identical to v2, if, start, ==, v2
if start identical to i, if, start, ==, i
if start identical to start, if, start, ==, start
