sen, cat, 0, 1
set int_5 to london, variable, int_5, london
set int_5 to opera, variable, int_5, opera
set int_5 to paul, variable, int_5, paul
set int_5 to fancy, variable, int_5, fancy
set int_5 to 9, variable, int_5, 9
set int_5 to 223, variable, int_5, 223
set str to 0, variable, str, 0
set str to x, variable, str, x
set str to wrferer, variable, str, wrferer
set str to banana, variable, str, banana
set str to const, variable, str, const
set str to start, variable, str, start
set str to end, variable, str, end
set str to time, variable, str, time
set str to size, variable, str, size
set str to a, variable, str, a
set str to 4, variable, str, 4
set str to 5, variable, str, 5
set str to 10, variable, str, 10
set str to 234234, variable, str, 234234
set str to 343423424, variable, str, 343423424
set str to london, variable, str, london
set str to opera, variable, str, opera
set str to paul, variable, str, paul
set str to fancy, variable, str, fancy
set str to 9, variable, str, 9
set str to 223, variable, str, 223
set var to 0, variable, var, 0
set var to x, variable, var, x
set var to wrferer, variable, var, wrferer
set var to banana, variable, var, banana
set var to const, variable, var, const
set var to start, variable, var, start
set var to end, variable, var, end
set var to time, variable, var, time
set var to size, variable, var, size
set var to a, variable, var, a
set var to 4, variable, var, 4
set var to 5, variable, var, 5
set var to 10, variable, var, 10
set var to 234234, variable, var, 234234
set var to 343423424, variable, var, 343423424
set var to london, variable, var, london
set var to opera, variable, var, opera
set var to paul, variable, var, paul
set var to fancy, variable, var, fancy
set var to 9, variable, var, 9
set var to 223, variable, var, 223



safe x as 0, variable, x, 0
safe x as x, variable, x, x
safe x as wrferer, variable, x, wrferer
safe x as banana, variable, x, banana
safe x as const, variable, x, const
safe x as start, variable, x, start
safe x as end, variable, x, end
safe x as time, variable, x, time
safe x as size, variable, x, size
safe x as a, variable, x, a
safe x as 4, variable, x, 4
safe x as 5, variable, x, 5
safe x as 10, variable, x, 10
safe x as 234234, variable, x, 234234
safe x as 343423424, variable, x, 343423424
safe x as london, variable, x, london
safe x as opera, variable, x, opera
safe x as paul, variable, x, paul
safe x as fancy, variable, x, fancy
safe x as 9, variable, x, 9
safe x as 223, variable, x, 223
safe wrferer as 0, variable, wrferer, 0
safe wrferer as x, variable, wrferer, x
safe wrferer as wrferer, variable, wrferer, wrferer
safe wrferer as banana, variable, wrferer, banana
safe wrferer as const, variable, wrferer, const
safe wrferer as start, variable, wrferer, start
safe wrferer as end, variable, wrferer, end
safe wrferer as time, variable, wrferer, time
safe wrferer as size, variable, wrferer, size
safe wrferer as a, variable, wrferer, a
safe wrferer as 4, variable, wrferer, 4
safe wrferer as 5, variable, wrferer, 5
safe wrferer as 10, variable, wrferer, 10
safe wrferer as 234234, variable, wrferer, 234234
safe wrferer as 343423424, variable, wrferer, 343423424
safe wrferer as london, variable, wrferer, london
safe wrferer as opera, variable, wrferer, opera
safe wrferer as paul, variable, wrferer, paul
safe wrferer as fancy, variable, wrferer, fancy
safe wrferer as 9, variable, wrferer, 9
safe wrferer as 223, variable, wrferer, 223
safe banana as 0, variable, banana, 0
safe banana as x, variable, banana, x
safe banana as wrferer, variable, banana, wrferer
safe banana as banana, variable, banana, banana
safe banana as const, variable, banana, const
safe banana as start, variable, banana, start
safe banana as end, variable, banana, end
safe banana as time, variable, banana, time
safe banana as size, variable, banana, size
safe banana as a, variable, banana, a
safe banana as 4, variable, banana, 4
safe banana as 5, variable, banana, 5
safe banana as 10, variable, banana, 10
safe banana as 234234, variable, banana, 234234
safe banana as 343423424, variable, banana, 343423424
safe banana as london, variable, banana, london
safe banana as opera, variable, banana, opera
safe banana as paul, variable, banana, paul
safe banana as fancy, variable, banana, fancy
safe banana as 9, variable, banana, 9
safe banana as 223, variable, banana, 223
safe start as 0, variable, start, 0
safe start as x, variable, start, x
safe start as wrferer, variable, start, wrferer
safe start as banana, variable, start, banana
safe start as const, variable, start, const
safe start as start, variable, start, start
safe start as end, variable, start, end
safe start as time, variable, start, time
safe start as size, variable, start, size
safe start as a, variable, start, a
safe start as 4, variable, start, 4
safe start as 5, variable, start, 5
safe start as 10, variable, start, 10
safe start as 234234, variable, start, 234234
safe start as 343423424, variable, start, 343423424
safe start as london, variable, start, london
safe start as opera, variable, start, opera
safe start as paul, variable, start, paul
safe start as fancy, variable, start, fancy
safe start as 9, variable, start, 9
safe start as 223, variable, start, 223
safe time as 0, variable, time, 0
safe time as x, variable, time, x
safe time as wrferer, variable, time, wrferer
safe time as banana, variable, time, banana
safe time as const, variable, time, const
safe time as start, variable, time, start
safe time as end, variable, time, end
safe time as time, variable, time, time
safe time as size, variable, time, size
safe time as a, variable, time, a
safe time as 4, variable, time, 4
safe time as 5, variable, time, 5
safe time as 10, variable, time, 10
safe time as 234234, variable, time, 234234
safe time as 343423424, variable, time, 343423424
safe time as london, variable, time, london
safe time as opera, variable, time, opera
safe time as paul, variable, time, paul
safe time as fancy, variable, time, fancy
safe time as 9, variable, time, 9
safe time as 223, variable, time, 223
safe num as 0, variable, num, 0
safe num as x, variable, num, x
safe num as wrferer, variable, num, wrferer
safe num as banana, variable, num, banana
safe num as const, variable, num, const
safe num as start, variable, num, start
safe num as end, variable, num, end
safe num as time, variable, num, time
safe num as size, variable, num, size
safe num as a, variable, num, a
safe num as 4, variable, num, 4
safe num as 5, variable, num, 5
safe num as 10, variable, num, 10
safe num as 234234, variable, num, 234234
safe num as 343423424, variable, num, 343423424
safe num as london, variable, num, london
safe num as opera, variable, num, opera
safe num as paul, variable, num, paul
safe num as fancy, variable, num, fancy
safe num as 9, variable, num, 9
safe num as 223, variable, num, 223
safe var4 as 0, variable, var4, 0
safe var4 as x, variable, var4, x
safe var4 as wrferer, variable, var4, wrferer
safe var4 as banana, variable, var4, banana
safe var4 as const, variable, var4, const
safe var4 as start, variable, var4, start
safe var4 as end, variable, var4, end
safe var4 as time, variable, var4, time
safe var4 as size, variable, var4, size
safe var4 as a, variable, var4, a
safe var4 as 4, variable, var4, 4
safe var4 as 5, variable, var4, 5
safe var4 as 10, variable, var4, 10
safe var4 as 234234, variable, var4, 234234
safe var4 as 343423424, variable, var4, 343423424
safe var4 as london, variable, var4, london
safe var4 as opera, variable, var4, opera
safe var4 as paul, variable, var4, paul
safe var4 as fancy, variable, var4, fancy
safe var4 as 9, variable, var4, 9
safe var4 as 223, variable, var4, 223
safe size as 0, variable, size, 0
safe size as x, variable, size, x
safe size as wrferer, variable, size, wrferer
safe size as banana, variable, size, banana
safe size as const, variable, size, const
safe size as start, variable, size, start
safe size as end, variable, size, end
safe size as time, variable, size, time
safe size as size, variable, size, size
safe size as a, variable, size, a
safe size as 4, variable, size, 4
safe size as 5, variable, size, 5
safe size as 10, variable, size, 10
safe size as 234234, variable, size, 234234
safe size as 343423424, variable, size, 343423424
safe size as london, variable, size, london
safe size as opera, variable, size, opera
safe size as paul, variable, size, paul
safe size as fancy, variable, size, fancy
safe size as 9, variable, size, 9
safe size as 223, variable, size, 223
safe i as 0, variable, i, 0
safe i as x, variable, i, x
safe i as wrferer, variable, i, wrferer
safe i as banana, variable, i, banana
safe i as const, variable, i, const
safe i as start, variable, i, start
safe i as end, variable, i, end
safe i as time, variable, i, time
safe i as size, variable, i, size
safe i as a, variable, i, a
safe i as 4, variable, i, 4
safe i as 5, variable, i, 5
safe i as 10, variable, i, 10
safe i as 234234, variable, i, 234234
safe i as 343423424, variable, i, 343423424
safe i as london, variable, i, london
safe i as opera, variable, i, opera
